male,Mr.,Blaine,Newman,2635 Bloor Street,Ryley,AB,T0B 4A0,CA,Canada,780-663-8481,1937-01-22
male,Mr.,Richard,Ryan,209 Dromore Road,Pisquid West,PE,C1B 0Y3,CA,Canada,902-894-7059,1936-05-27
female,Ms.,Lillian,Larsen,2661 Blind Bay Road,Pritchard,BC,V0E 2P0,CA,Canada,250-577-7694,1992-12-24
female,Ms.,Vera,Torrez,3919 Reserve St,Westmeath,ON,K0J 2L0,CA,Canada,613-587-1036,1934-10-26
male,Mr.,Christopher,Walton,1617 rue de la Gaucheti_Ère,Montreal,QC,H3B 2M3,CA,Canada,514-391-2165,1944-03-16
female,Ms.,Alesha,Holiday,2756 Sherbrooke Ouest,Montreal,QC,H4A 1H3,CA,Canada,514-968-7973,1964-03-17
female,Ms.,Sara,Shea,2556 Eglinton Avenue,Toronto,ON,M4P 1A6,CA,Canada,416-418-5843,1964-01-10
female,Ms.,Karen,Roland,3520 Albert Street,Harris,SK,S4P 3Y2,CA,Canada,306-656-2354,1993-10-19
male,Mr.,Deshawn,Hurley,2316 Wentz Avenue,Saskatoon,SK,S7K 7A9,CA,Canada,306-262-5828,1963-05-22
male,Mr.,Samuel,Kessler,2274 Reserve St,Parham,ON,K0H 2K0,CA,Canada,613-375-9050,1988-05-11
male,Mr.,Christopher,Edge,4277 Playfair Avenue,Toronto,ON,M4J 3S3,CA,Canada,416-426-0834,1952-09-20
male,Mr.,Jose,Goss,1939 boulevard des Laurentides,Trois Riviere,QC,G9A 4J4,CA,Canada,819-701-5030,1951-01-12
female,Ms.,Louise,Dunmire,1117 Waterton Avenue,Pincher Creek,AB,T0K 1W0,CA,Canada,403-627-6111,1954-07-21
female,Mrs.,Winnie,Dahms,962 7th Ave,Calgary,AB,T2P 0W4,CA,Canada,403-374-3774,1946-11-05
male,Mr.,Ray,Jackson,3990 rue Saint-Antoine,Granby,QC,J2H 2H5,CA,Canada,450-531-3058,1974-03-14
female,Mrs.,Sarah,Daniels,2434 Beaver Creek,Thornhill,ON,L4J 1W2,CA,Canada,905-762-5136,1990-10-24
male,Mr.,Sergio,Ocampo,1102 Albert Street,Ingersoll,ON,N5C 1S2,CA,Canada,519-485-3514,1930-10-06
female,Ms.,Kathryn,Cassidy,1411 Robson St,Vancouver,BC,V6B 3K9,CA,Canada,604-646-2902,1935-01-14
male,Mr.,Jason,Li,1483 Port Washington Road,Magrath,AB,T0K 1J0,CA,Canada,403-758-3770,1956-01-28
female,Ms.,Mildred,Connolly,3157 Nelson Street,Macdiarmid,ON,P0T 2B0,CA,Canada,807-885-7189,1934-04-20
female,Mrs.,Helen,Sanchez,207 Manitoba Street,Bracebridge,ON,P1L 2B7,CA,Canada,705-645-8794,1952-07-28
male,Mr.,Tyree,Tyree,4574 Cork St,Guelph,ON,N1H 2W8,CA,Canada,519-823-2165,1934-05-16
male,Mr.,Jon,Crawford,2206 Port Washington Road,Coutts,AB,T0K 0N0,CA,Canada,403-344-1339,1989-05-03
male,Mr.,Sonny,Vest,1528 Hyde Park Road,London,ON,N6E 1A9,CA,Canada,519-680-7106,1973-09-14
male,Mr.,Ray,Harris,344 Tolmie St,Vancouver,BC,V6B 5A1,CA,Canada,604-629-2031,1930-11-19
male,Mr.,Daniel,Hatcher,4353 James Street,Westbank,BC,V5C 1J9,CA,Canada,250-707-7265,1944-08-30
male,Mr.,Blake,Flaherty,4706 rue des _‹glises Est,Duparquet,QC,J0Z 1W0,CA,Canada,819-948-7379,1983-01-07
female,Ms.,Helen,Washington,1295 Charleton Ave,Hamilton,ON,L8N 3X3,CA,Canada,905-979-8090,1959-08-30
male,Mr.,Pedro,Peralta,4228 Reserve St,Omemee,ON,K0L 2S0,CA,Canada,705-799-9181,1930-01-29
male,Mr.,Leroy,Davidson,3419 Ren_Ÿ-L_Ÿvesque Blvd,Montreal,QC,H3B 4W8,CA,Canada,514-965-1250,1959-01-29
female,Ms.,Mary,Stallings,2256 rue Levy,Montreal,QC,H3C 5K4,CA,Canada,514-710-5853,1930-11-26
female,Mrs.,Linda,Lyons,192 Burdett Avenue,Victoria,BC,V8W 1L6,CA,Canada,250-885-2605,1966-01-23
male,Mr.,Vincent,Chaparro,4040 Kinchant St,Haney,BC,V2V 4H9,CA,Canada,604-467-2263,1964-08-26
male,Mr.,Larry,Firth,484 Eglinton Avenue,Toronto,ON,M4P 1A6,CA,Canada,647-404-9291,1987-05-24
female,Ms.,Frances,Clabaugh,752 Isabella Street,Belleville,ON,K8N 4Z5,CA,Canada,613-922-6523,1994-08-22
male,Mr.,John,Roney,793 Township Rd,Lloydminster,AB,T9V 0L9,CA,Canada,780-763-0969,1932-05-15
female,Ms.,Anne,Rivers,3994 Lauzon Parkway,Leamington,ON,N8H 3B1,CA,Canada,519-324-9517,1943-07-31
female,Mrs.,Maria,Llamas,4435 Burdett Avenue,Victoria,BC,V8W 1L6,CA,Canada,250-884-0683,1959-12-29
male,Mr.,Dante,Wade,3725 Robson St,Vancouver,BC,V6B 3K9,CA,Canada,604-661-3168,1987-06-03
female,Ms.,Rose,Allgood,4735 Robson St,Vancouver,BC,V6B 3K9,CA,Canada,604-661-4194,1940-10-11
female,Mrs.,Elise,Edwards,2522 Bloor Street,Vegreville,AB,T0B 4L0,CA,Canada,780-632-4309,1929-12-04
female,Mrs.,Kathryn,Rojo,2125 Richmond Street,Oshawa,ON,S4P 3Y2,CA,Canada,905-435-7282,1947-03-28
female,Mrs.,Amy,Wilson,2099 Speers Road,Brampton,ON,L6S 3S1,CA,Canada,905-654-8724,1950-05-19
female,Mrs.,Cheryl,Coomer,2222 Parkdale Ave,Brockville,ON,K6V 4X4,CA,Canada,613-498-0132,1953-05-18
male,Mr.,Gary,Delgado,973 Halsey Avenue,Toronto,ON,M3B 2W6,CA,Canada,416-382-4734,1967-08-16
female,Mrs.,Cathy,Legendre,1151 7th Ave,Calgary,AB,T2P 0W4,CA,Canada,403-292-8595,1948-01-05
female,Ms.,Jennifer,Boyles,4570 Albert Street,Kitchener,ON,N2L 3V2,CA,Canada,519-880-6840,1994-06-19
male,Mr.,Thomas,Davidson,809 Riedel Street,Fort Mcmurray,AB,T9H 3J9,CA,Canada,780-715-0206,1993-10-16
female,Ms.,Donna,Murry,4513 5th Avenue,Wanham,AB,T0H 3P0,CA,Canada,780-694-0976,1985-10-05
male,Mr.,Edward,Walker,1446 Main St,Sedley,SK,S0G 4K0,CA,Canada,306-885-9813,1987-06-16
male,Mr.,Robert,Dangelo,889 47th Avenue,Newbrook,AB,T0A 2P0,CA,Canada,780-576-2639,1967-11-09
male,Mr.,Clarence,Robinson,181 Reserve St,Kemptville,ON,K0G 1J0,CA,Canada,613-258-4572,1940-01-14
female,Ms.,Tracy,Heacock,2234 Algonquin Blvd,Timmins,ON,P4N 1C3,CA,Canada,705-360-8844,1957-01-07
female,Ms.,Estelle,Smith,4799 Pape Ave,Toronto,ON,M4E 2V5,CA,Canada,416-737-2451,1973-07-19
female,Ms.,Lamonica,Robbins,3022 Maynard Rd,Calgary,AB,T2E 6J8,CA,Canada,403-835-1973,1984-11-26
male,Mr.,Brian,Pope,2681 Papineau Avenue,Montreal,QC,H2K 4J5,CA,Canada,514-295-2512,1929-11-12
male,Mr.,Tomas,Casto,193 Granville St,Halifax,NS,B3K 5L2,CA,Canada,902-441-8502,1937-07-20
female,Ms.,Yvette,Richeson,4421 Robson St,Vancouver,BC,V6B 3K9,CA,Canada,604-645-4438,1992-03-07
female,Ms.,Hazel,Wright,2535 Baker Street,London,ON,N0N 0N0,CA,Canada,519-438-2608,1948-08-30
female,Mrs.,Esperanza,Jackson,1383 Craven Place,Medicine Hat,AB,T1A 0N1,CA,Canada,403-488-1247,1965-01-09
female,Ms.,Corene,Fraley,2633 Manitoba Street,Bracebridge,ON,P1L 2B7,CA,Canada,705-801-4194,1980-01-16
female,Mrs.,Whitney,Cleveland,4013 rue Boulay,St Hugues,QC,J0H 1N0,CA,Canada,450-794-9735,1954-11-26
male,Mr.,Neal,Herron,4001 Findlay Creek Road,Creston,BC,V0B 1G0,CA,Canada,250-431-6118,1963-07-11
male,Mr.,Mark,Tucker,4491 Dry Pine Bay Rd,Chelmsford,ON,P0M 1L0,CA,Canada,705-855-3624,1932-05-08
female,Mrs.,Clara,Harriss,2963 Fox Run Dr,South Winsloe,PE,C1E 2Y6,CA,Canada,902-658-4594,1956-12-19
male,Mr.,Barry,Joyce,3626 Carling Avenue,Ottawa,ON,K1Z 7B5,CA,Canada,613-719-8648,1971-09-22
male,Mr.,Mitchell,Oakley,1905 Port Washington Road,Grassy Lake,AB,T0K 0Z0,CA,Canada,403-655-4116,1987-05-09
male,Mr.,Derrick,Powers,928 Water Street,Kitchener,ON,N2H 5A5,CA,Canada,519-580-0577,1982-08-13
male,Mr.,Larry,Graves,4831 Victoria Park Ave,Toronto,ON,M2J 3T7,CA,Canada,647-297-7239,1980-10-17
male,Mr.,Aaron,Mabry,926 Islington Ave,Toronto,ON,M8V 3B6,CA,Canada,416-255-3682,1969-07-12
female,Ms.,Ashley,Harper,4274 Islington Ave,Toronto,ON,M8V 3B6,CA,Canada,416-503-4643,1965-10-29
female,Mrs.,Wendy,Gerber,4622 Park Ct,Wabamun,AB,T0E 2K0,CA,Canada,780-892-4722,1950-08-03
female,Mrs.,Rita,Moya,1360 Nootka Street,Vancouver,BC,V5M 3M5,CA,Canada,778-228-2053,1978-01-20
female,Ms.,Patricia,Cantu,4294 Rue De La Gare,Dolbeau,QC,G8L 1C3,CA,Canada,418-239-9028,1991-06-24
female,Mrs.,Mellisa,Ingraham,1947 Barrydowne Road,Sudbury,ON,P3E 5K3,CA,Canada,705-662-8170,1953-04-20
female,Mrs.,Helen,McClure,1868 Tycos Dr,Toronto,ON,M5T 1T4,CA,Canada,416-460-6934,1988-08-14
male,Mr.,Gerald,Flores,4111 Merton Street,Toronto,ON,M1L 3K7,CA,Canada,416-458-2462,1969-11-06
male,Mr.,Morgan,Phillips,2216 Horner Ave,Toronto,ON,M8W 4Y4,CA,Canada,647-435-4423,1966-01-04
female,Mrs.,Georgene,Hudson,4411 184th Street,Edmonton,AB,T5J 2R4,CA,Canada,780-975-9541,1987-04-11
male,Mr.,Emile,Lynch,3684 rue des _‹glises Est,Rollet,QC,J0Z 3J0,CA,Canada,819-493-5635,1935-03-17
female,Mrs.,Brandie,Stiles,1619 Township Rd,Bonnyville,AB,T9N 2J6,CA,Canada,780-812-7097,1949-02-21
female,Ms.,Delores,Jennings,3573 Water Street,Kitchener,ON,N2H 5A5,CA,Canada,519-577-9744,1970-12-26
male,Mr.,Kenneth,Hawkins,1414 Speers Road,Brampton,ON,L6W 3H6,CA,Canada,905-595-4508,1935-07-16
female,Ms.,Sharon,Giuliani,2732 3rd Avenue,Grande Prairie,AB,T1V 1N2,CA,Canada,780-978-4645,1928-05-20
female,Ms.,Michelle,Hong,4169 Toy Avenue,Ajax Pickering,ON,L1W 3N9,CA,Canada,289-314-5554,1988-11-24
female,Ms.,Sheryl,Heinrich,2917 40th Street,Calgary,AB,T2N 2A7,CA,Canada,403-283-6540,1980-07-03
male,Mr.,Martin,Sauer,4848 Charing Cross Rd,Chatham,ON,N7M 2G9,CA,Canada,519-351-7916,1948-04-05
female,Mrs.,Rosario,Rodriguez,507 James Street,Aldergrove,BC,V5W 3P7,CA,Canada,604-856-3864,1967-05-26
female,Ms.,Donna,Williams,2090 137th Avenue,Edmonton,AB,T5J 0K1,CA,Canada,780-665-2058,1991-12-07
female,Ms.,Nancy,Roper,668 Yonge Street,Toronto,ON,M4W 1J7,CA,Canada,416-471-3768,1958-02-04
male,Mr.,Giovanni,Hope,1075 No. 3 Road,Richmond,BC,V6X 2B8,CA,Canada,604-304-5154,1965-02-10
male,Mr.,Rudy,Lam,538 De la Providence Avenue,Ste Agathe,QC,J8C 1J5,CA,Canada,819-217-7588,1960-12-13
female,Mrs.,Josefa,Schroth,4594 Eglinton Avenue,Toronto,ON,M4P 1A6,CA,Canada,647-272-6683,1972-02-05
female,Ms.,Sharon,Valazquez,3948 Coldstream Avenue,Vernon,BC,V1T 6N1,CA,Canada,250-379-0298,1944-04-29
female,Mrs.,Linda,Reese,2543 99th St,Grande Prairie,AB,T8V 0S1,CA,Canada,780-402-2916,1987-04-16
male,Mr.,Christopher,Perry,38 Nelson Street,Terrace Bay,ON,P0T 2W0,CA,Canada,807-825-0827,1975-09-01
male,Mr.,Todd,Cameron,3575 Goyeau Ave,Windsor,ON,N9A 1H9,CA,Canada,519-564-8612,1955-03-01
male,Mr.,Brian,Simmons,4437 Goyeau Ave,Windsor,ON,N9A 1H9,CA,Canada,519-818-5426,1979-02-07
female,Mrs.,Cheryl,Byrd,1077 King Street,Chester,NS,B0J 1J0,CA,Canada,902-273-0153,1939-11-25
female,Mrs.,Patty,Rocha,3421 Water Street,Kitchener,ON,N2H 5A5,CA,Canada,519-576-4764,1931-02-03
male,Mr.,Michael,Jakes,1195 Yonge Street,Toronto,ON,M4W 1J7,CA,Canada,416-965-6567,1986-02-23
male,Mr.,Richard,Garcia,4292 rue Garneau,Quebec,QC,G1V 3V5,CA,Canada,418-656-8689,1947-06-04
male,Mr.,Kenneth,Doyle,44 Wellington Street,Toronto,ON,M9C 3J5,CA,Canada,416-641-2947,1988-12-05
male,Mr.,Sam,Bray,4418 Brew Creek Rd,Sechelt,BC,V0N 3A0,CA,Canada,604-740-1143,1960-11-04
male,Mr.,Vincent,Gosha,41 Jasper Ave,Edmonton,AB,T5J 3N6,CA,Canada,780-994-5157,1961-09-26
female,Ms.,Debra,Freshour,311 Toy Avenue,South Pickering,ON,L1V 1S8,CA,Canada,905-831-8607,1935-10-03
female,Ms.,Patricia,Rodriquez,141 Tycos Dr,Toronto,ON,M5T 1T4,CA,Canada,416-596-7438,1984-01-31
male,Mr.,Felix,Cooley,4298 Jasper Avenue,Edmonton,AB,T5J 3N2,CA,Canada,780-266-1375,1985-11-16
male,Mr.,John,Plaza,2035 St Jean Baptiste St,St Ephrem De Beauce,QC,G0M 1R0,CA,Canada,418-484-3553,1970-12-21
male,Mr.,Edmund,Gilbert,4689 Craven Place,Medicine Hat,AB,T1A 0N1,CA,Canada,403-488-5986,1948-03-20
female,Ms.,Susan,Weller,2628 Bloor Street,Ferintosh,AB,T0B 1M0,CA,Canada,780-877-9358,1931-05-12
male,Mr.,Steven,Eisele,3049 40th Street,Calgary,AB,T2J 0N5,CA,Canada,403-225-7591,1978-02-14
male,Mr.,Howard,Daigle,4370 Merton Street,Toronto,ON,M1L 3K7,CA,Canada,416-577-4056,1934-05-03
male,Mr.,Frederick,Harrison,2498 Scotts Lane,Okanagan Mission,BC,V0R 1S0,CA,Canada,250-764-6901,1947-12-01
male,Mr.,Michael,Robinson,4255 Lauzon Parkway,Leamington,ON,N8H 3B1,CA,Canada,519-324-6380,1949-06-30
female,Mrs.,Martha,Jones,3704 Queens Sq,Hespeler,ON,N3C 1H3,CA,Canada,519-222-9221,1961-08-29
female,Mrs.,Janie,Mullen,67 Goyeau Ave,Windsor,ON,N9A 1H9,CA,Canada,519-973-6866,1962-03-19
male,Mr.,Christopher,Ott,4529 Scarth Street,Montreal,QC,S4P 3Y2,CA,Canada,514-485-2939,1983-12-11
female,Dr.,Lisa,Nunez,2643 40th Street,Calgary,AB,T2A 1C8,CA,Canada,403-569-0734,1967-07-11
female,Mrs.,Elizabet,Roland,4118 St. John Street,Radisson,SK,S4P 3Y2,CA,Canada,306-827-6326,1958-10-05
female,Ms.,Valerie,Haynes,2807 Adelaide St,Toronto,ON,M5H 1P6,CA,Canada,416-863-0806,1965-01-31
female,Mrs.,Mabel,Patterson,1779 rue Saint-Charles,Longueuil,QC,J4H 1M3,CA,Canada,450-646-4356,1991-03-21
male,Mr.,Nicholas,Perez,4841 137th Avenue,Edmonton,AB,T5M 3K3,CA,Canada,780-455-6039,1970-09-01
female,Mrs.,Dorothy,Lay,1131 Heritage Drive,Calgary,AB,T2V 2W2,CA,Canada,403-253-3329,1987-01-11
female,Ms.,Kim,Evans,92 Brew Creek Rd,Port Alice,BC,V0N 2N0,CA,Canada,250-284-6877,1968-10-25
male,Mr.,Bryan,Meier,2321 Cordova Street,Vancouver,BC,V6B 1E1,CA,Canada,604-644-3216,1986-01-13
female,Mrs.,Jamie,Lines,529 40th Street,Calgary,AB,T2N 2A7,CA,Canada,403-670-2545,1940-05-23
male,Mr.,Jason,Stanley,2282 Algoma St,Thunder Bay,ON,P7A 4T3,CA,Canada,807-766-8932,1982-03-28
female,Mrs.,Leah,Lee,4375 Reserve St,Brighton,ON,K0K 1H0,CA,Canada,613-475-9590,1928-08-16
male,Mr.,Robert,Stoner,2637 Yonge Street,Toronto,ON,M4W 1J7,CA,Canada,416-270-2878,1939-10-20
male,Mr.,Karl,Price,747 Lynden Road,Caledon East,ON,L0N 1E0,CA,Canada,905-588-8318,1970-05-17
female,Mrs.,Nancy,Hickmon,1610 Landon Street,Callander,ON,P0H 1H0,CA,Canada,705-752-0877,1935-05-03
male,Mr.,James,Manning,1939 184th Street,Edmonton,AB,T5J 2R4,CA,Canada,780-977-5584,1930-12-13
female,Ms.,Kathryn,Williams,726 Barrydowne Road,Sudbury,ON,P3E 5K3,CA,Canada,705-239-2019,1979-04-27
male,Mr.,Daniel,Anderson,146 Brant Ave,Bindloss,AB,T1T 1T1,CA,Canada,403-379-5084,1967-10-25
male,Mr.,Jon,Hernandez,2507 Scotchmere Dr,Sarnia,ON,N7S 3Y2,CA,Canada,519-541-3627,1989-01-16
male,Mr.,Matthew,Jernigan,2140 Carling Avenue,Ottawa,ON,K1Z 7B5,CA,Canada,613-286-8200,1985-04-10
male,Mr.,Rodrigo,Pugh,806 Pine Street,Coronation,AB,T0C 1C0,CA,Canada,403-578-8846,1979-01-07
male,Mr.,Jamie,Johnson,3131 Fallon Drive,Drayton,ON,N0G 1P0,CA,Canada,519-638-8356,1953-01-13
female,Mrs.,Caitlin,Melton,4891 Ste. Catherine Ouest,Montreal,QC,H3K 2C3,CA,Canada,514-227-7945,1971-07-26
male,Mr.,Clarence,Taylor,4115 Russell Avenue,White Rock,BC,V4B 3E1,CA,Canada,604-538-7643,1957-09-16
male,Mr.,Ray,Kelly,2440 Carlson Road,Prince George,BC,V2L 5E5,CA,Canada,250-614-7201,1950-11-11
female,Ms.,Yvonne,Dawson,3547 Fallon Drive,Drayton,ON,N0G 1P0,CA,Canada,519-638-3398,1984-10-05
male,Mr.,Jorge,Torres,1421 Boulevard Ste-Genevi_Ève,St Ambroise De Chicoutimi,QC,G7P 2K6,CA,Canada,418-672-9277,1988-07-24
female,Mrs.,Eileen,Sacks,1520 Pearl Street,Streetsville,ON,L5M 1X2,CA,Canada,905-593-6030,1971-06-16
female,Mrs.,Ida,Marlow,3299 Victoria Park Ave,Toronto,ON,M2J 3T7,CA,Canada,416-793-0462,1973-05-06
male,Mr.,Michael,Negron,634 Horner Ave,Toronto,ON,M8W 4Y4,CA,Canada,416-913-8173,1936-07-30
female,Ms.,Kara,Martini,2939 Eglinton Avenue,Toronto,ON,M4P 1A6,CA,Canada,416-727-5288,1929-04-26
male,Mr.,Richard,Segrest,1797 Rue De La Gare,St Felicien,QC,G8K 1B1,CA,Canada,418-218-9180,1933-02-13
male,Mr.,Jason,Vu,3712 Sixth Street,New Westminister,BC,V3L 3C1,CA,Canada,604-788-9913,1958-09-12
female,Mrs.,Delia,Fenton,1660 Churchill Plaza,Sault Ste Marie,ON,P6A 1Z2,CA,Canada,705-257-8944,1928-08-19
female,Ms.,Doris,Murtagh,1970 Ren_Ÿ-L_Ÿvesque Blvd,Montreal,QC,H3B 4W8,CA,Canada,514-651-1151,1983-12-20
male,Mr.,Raymond,Hoffman,1133 Kennedy Rd,Peterborough,ON,K9J 7K6,CA,Canada,705-931-8485,1945-07-02
male,Mr.,Melvin,McKay,3505 Mesa Vista Drive,Clinton,BC,V0K 1K0,CA,Canada,250-459-7547,1938-07-22
male,Mr.,Robert,Simpson,4359 Bank St,Ottawa,ON,K1H 7Z1,CA,Canada,613-875-9480,1984-06-05
female,Mrs.,Holli,Wallace,918 Sheppard Ave,Toronto,ON,M1S 1T4,CA,Canada,416-335-8508,1947-07-19
female,Mrs.,Claire,Washington,4416 King Street,Chester,NS,B0J 1J0,CA,Canada,902-980-4746,1933-04-24
female,Mrs.,Lisa,Keller,1679 King George Hwy,Surrey,BC,V3W 4E3,CA,Canada,604-599-8080,1948-08-11
female,Ms.,Jean,Hong,4395 Adelaide St,Toronto,ON,M5H 1P6,CA,Canada,416-777-4341,1929-01-05
male,Mr.,William,Worthy,1325 11th Ave,Calgary,AB,T2P 1M6,CA,Canada,403-781-3688,1936-07-16
male,Mr.,Steven,Hill,4295 Reserve St,Verona,ON,K0H 2W0,CA,Canada,613-374-0614,1933-07-24
female,Mrs.,Irene,Turner,758 MacLaren Street,Ottawa,ON,K1P 5M7,CA,Canada,613-593-4391,1945-01-21
male,Mr.,Lance,Sluss,3853 Lockhart Drive,Barrie,ON,L4M 3B1,CA,Canada,705-333-6093,1969-01-26
male,Mr.,Chad,Gardner,3819 Bayfield St,Midland,ON,L4S 1V5,CA,Canada,705-526-0757,1983-12-13
male,Mr.,Brian,Nunez,2923 137th Avenue,Edmonton,AB,T5C 2L2,CA,Canada,780-472-8969,1980-03-29
male,Mr.,Joseph,Lewis,112 James Street,Mount Pleasant,ON,N0E 1K0,CA,Canada,519-484-6855,1954-01-04
male,Mr.,George,Martinez,1974 Pape Ave,Toronto,ON,M4E 2V5,CA,Canada,416-909-2345,1965-06-25
male,Mr.,Raul,Wood,4124 Kinchant St,Sardis,BC,V2R 1C8,CA,Canada,604-847-6835,1962-04-27
male,Mr.,Kenneth,Cody,107 Parkdale Avenue,Hamilton,ON,L8K 1A4,CA,Canada,905-549-6131,1940-01-18
male,Mr.,Leonel,Durbin,2011 Terry Fox Dr,Frontier,SK,S4P 3Y2,CA,Canada,306-296-8481,1936-05-15
female,Mrs.,Barbara,Gonzalez,2907 184th Street,Edmonton,AB,T5J 2R4,CA,Canada,780-468-6420,1982-06-27
male,Mr.,Frank,Wright,2696 Brew Creek Rd,Squamish,BC,V0N 3G0,CA,Canada,604-890-0829,1956-08-23
male,Mr.,George,Rush,3060 Fourth Avenue,Calgary,AB,T2P 0H3,CA,Canada,403-613-8273,1934-08-25
male,Mr.,Karl,Metzger,760 Leslie Street,Newmarket,ON,L3Y 2A3,CA,Canada,905-868-8290,1953-07-01
female,Mrs.,Kathleen,Carlos,2131 rue Saint-Antoine,Drummondville,QC,J2C 1K9,CA,Canada,819-461-3992,1938-05-14
female,Mrs.,Elaine,Quick,3235 St. John Street,Denare Beach,SK,S4P 3Y2,CA,Canada,306-362-8856,1985-09-25
female,Ms.,Anita,Gardner,2566 Nelson Street,Pikangikum,ON,P0V 2L0,CA,Canada,807-775-5190,1959-08-22
female,Mrs.,Ruby,Mills,1611 Craven Place,Medicine Hat,AB,T1A 0N1,CA,Canada,403-878-2544,1971-04-15
female,Ms.,Crystal,Jamison,952 Maria St,Burlington,ON,L7R 2G6,CA,Canada,905-638-7646,1943-02-18
female,Ms.,Melissa,Rowell,4208 Brand Road,Swift Current,SK,S7K 1W8,CA,Canada,306-741-7788,1973-08-13
female,Mrs.,Joan,Collins,4137 Alaska Hwy,Dease Lake,BC,V0C 1L0,CA,Canada,250-771-5334,1937-08-25
male,Mr.,Robert,Compton,3912 Reserve St,Campbellford,ON,K0L 1L0,CA,Canada,705-653-8000,1969-11-14
female,Ms.,Elizabeth,Jones,3372 Ganges Road,Sooke,BC,V0S 1N0,CA,Canada,250-646-3083,1944-01-13
female,Ms.,Willie,Hobbs,4334 St. John Street,Viscount,SK,S4P 3Y2,CA,Canada,306-944-9611,1955-09-30
female,Mrs.,Patricia,Murray,4884 Scarth Street,Montreal,QC,S4P 3Y2,CA,Canada,514-483-3584,1947-01-15
male,Mr.,Carl,Harris,2953 102nd Avenue,Fort St John,BC,V1J 4M7,CA,Canada,250-271-2844,1948-09-19
female,Mrs.,Betty,Johnson,4466 Glover Road,Fort Langley,BC,V3A 6X5,CA,Canada,604-881-3559,1934-11-20
male,Mr.,John,Nicholas,1802 Water Street,Kitchener,ON,N2H 5A5,CA,Canada,519-743-0593,1972-04-07
male,Mr.,Timothy,Jackson,1650 Keith Road,North Vancouver,BC,V5T 2C1,CA,Canada,604-986-2550,1950-07-29
female,Ms.,Hazel,King,2634 Toy Avenue,South Pickering,ON,L1V 1S8,CA,Canada,905-421-2123,1940-05-15
female,Ms.,Joni,Torres,372 90th Avenue,Brooks,AB,T0J 0J0,CA,Canada,403-501-0508,1955-10-21
female,Mrs.,Angelia,Edwards,1195 Fallon Drive,Lucknow,ON,N0G 2H0,CA,Canada,519-528-9115,1934-05-15
male,Mr.,Jay,Johnson,3193 Elgin Street,Mallorytown,ON,K0E 1R0,CA,Canada,613-923-9335,1970-06-02
male,Mr.,Antoine,Katz,4600 Rayborn Crescent,St Albert,AB,T8N 1C7,CA,Canada,780-419-6052,1956-07-17
female,Mrs.,Louise,Moreno,673 Roger Street,Comox,BC,V9N 5N1,CA,Canada,250-890-1286,1931-05-26
male,Mr.,Robert,Castillo,2665 Princess St,Kingston,ON,K7L 1C2,CA,Canada,613-545-1982,1986-07-31
female,Mrs.,Patricia,Barcia,4541 Quayside Dr,New Westminster,BC,V3M 6A1,CA,Canada,604-765-7246,1965-01-15
male,Mr.,Maurice,Ericksen,485 Bloor Street,Bawlf,AB,T0B 0J0,CA,Canada,780-373-3772,1945-11-01
